time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.65016	18.1072	4.95333	3.88734	0.442453	lidar	2.48324	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.51008	17.949	4.86908	3.91173	0.438713	radar	5.64089	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28096	17.7814	4.93599	3.91615	0.417914	lidar	1.50811	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08441	17.6038	4.99655	3.93788	0.427128	radar	3.23374	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90563	17.4897	4.9497	3.9374	0.404052	lidar	5.7274	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77475	17.2715	4.97706	3.99085	0.453309	radar	4.3589	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59636	17.0856	4.99395	4.00766	0.446501	lidar	0.109965	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43859	16.9158	4.9326	4.01709	0.422562	radar	1.61364	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27076	16.7443	4.92861	4.02887	0.412315	lidar	0.45125	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08183	16.5485	4.94587	4.03402	0.387809	radar	6.04981	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92621	16.3143	4.98659	4.06359	0.398264	lidar	2.379	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76924	16.1373	4.94593	4.06967	0.376344	radar	0.94512	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5689	15.9684	4.97405	4.06173	0.346019	lidar	1.71186	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44387	15.738	5.01487	4.10204	0.38052	radar	1.92534	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27197	15.518	5.05981	4.11369	0.371434	lidar	0.872682	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1043	15.3268	5.05666	4.11581	0.350103	radar	1.4826	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.898982	15.1055	5.13382	4.11229	0.325174	lidar	2.36718	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.766166	14.923	5.06039	4.11935	0.307573	radar	2.78432	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.65789	14.7083	5.03348	4.14721	0.321962	lidar	0.392472	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.550388	14.4675	5.06495	4.18368	0.351172	radar	1.71933	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.377473	14.2446	5.11394	4.18436	0.331389	lidar	1.02756	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.236908	13.9965	5.20429	4.20948	0.351397	radar	3.12188	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212628	13.7475	5.135	4.26903	0.399957	lidar	4.01359	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.103433	13.5063	5.17487	4.29402	0.410892	radar	0.904047	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0536031	13.2752	5.21463	4.29199	0.384319	lidar	1.16907	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.176145	13.056	5.17839	4.29625	0.361763	radar	0.961029	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.188475	12.8311	5.09055	4.34834	0.402726	lidar	3.87973	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.327945	12.6042	5.07594	4.34079	0.363372	radar	4.32635	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.434359	12.3674	5.08804	4.35213	0.355202	lidar	0.110325	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.579273	12.1591	5.06898	4.33795	0.313759	radar	4.8285	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.647065	11.94	5.03148	4.36065	0.322699	lidar	0.757931	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.80211	11.7106	5.05708	4.34383	0.280837	radar	4.77715	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.968058	11.4653	5.12141	4.32656	0.243192	lidar	2.76847	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0565	11.2374	5.06159	4.33314	0.227732	radar	2.97219	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21492	11.0102	5.09797	4.31521	0.193258	lidar	1.9881	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2982	10.7662	5.12716	4.33706	0.213844	radar	0.933252	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.4183	10.511	5.16749	4.33836	0.202415	lidar	0.806418	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.51706	10.2484	5.22154	4.35292	0.212151	radar	1.32002	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61096	10.0405	5.17746	4.35727	0.205672	lidar	2.04678	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68744	9.81216	5.13677	4.3686	0.204223	radar	0.755183	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76293	9.59274	5.10087	4.38018	0.206399	lidar	0.819189	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90369	9.33813	5.1811	4.3705	0.187063	radar	4.48908	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97732	9.04303	5.23808	4.39108	0.199095	lidar	4.01197	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04617	8.82277	5.16837	4.39879	0.191385	radar	2.23828	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13728	8.57105	5.18486	4.40361	0.185579	lidar	0.139081	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29927	8.31034	5.2588	4.37734	0.14193	radar	5.88325	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.34595	8.07704	5.21127	4.39957	0.160394	lidar	1.24914	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37973	7.87225	5.11225	4.42075	0.174738	radar	7.49825	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48446	7.62281	5.14149	4.41604	0.158598	lidar	0.743162	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67586	7.37901	5.18257	4.36472	0.0767646	radar	9.36832	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77147	7.12396	5.20373	4.3663	0.0737617	lidar	0.23266	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8208	6.8955	5.16544	4.38828	0.100379	radar	2.20628	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87007	6.68605	5.09222	4.40371	0.11359	lidar	2.62544	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90067	6.47512	4.97855	4.41725	0.111905	radar	6.11632	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95889	6.23605	4.96928	4.42867	0.118748	lidar	0.179057	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10734	5.97746	5.06106	4.40271	0.0810046	radar	6.53043	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18306	5.70372	5.10668	4.40986	0.0836355	lidar	1.57867	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29253	5.45391	5.1148	4.39128	0.044797	radar	2.35546	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3829	5.19456	5.14721	4.39067	0.0409152	lidar	0.543507	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45146	4.9499	5.14435	4.40055	0.0534499	radar	0.126134	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55658	4.67712	5.20863	4.39447	0.0425096	lidar	2.26941	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.66617	4.42221	5.22202	4.37575	0.00470568	radar	2.34342	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79119	4.15828	5.28348	4.36184	-0.0118411	lidar	2.98608	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.87783	3.9169	5.27712	4.36669	0.000664879	radar	1.0293	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9551	3.68027	5.24773	4.37035	0.00486312	lidar	0.550876	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04477	3.49251	5.14223	4.35684	-0.0208849	radar	5.59699	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13627	3.24718	5.15145	4.35552	-0.0212165	lidar	0.0502649	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25883	2.98221	5.21472	4.33836	-0.0486774	radar	1.64475	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.34546	2.71117	5.25502	4.34213	-0.0420418	lidar	1.38175	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43646	2.45635	5.2696	4.34453	-0.0343615	radar	0.176894	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54041	2.1959	5.30444	4.34157	-0.0353321	lidar	0.807081	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.64617	1.97619	5.2617	4.31977	-0.077678	radar	4.30172	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.76016	1.70935	5.31769	4.31515	-0.0773989	lidar	2.12923	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88628	1.45262	5.36233	4.29875	-0.100664	radar	0.885719	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9457	1.20879	5.31526	4.30859	-0.0862817	lidar	4.30882	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04475	1.00291	5.23813	4.30103	-0.0895095	radar	1.75342	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1045	0.763347	5.19825	4.31014	-0.0764278	lidar	3.44391	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.19282	0.43883	5.35138	4.32311	-0.0593833	radar	9.20195	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.26826	0.195776	5.32193	4.32712	-0.0529397	lidar	1.28659	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38072	-0.0430881	5.30731	4.32652	-0.0398339	radar	5.99615	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.45254	-0.281573	5.27306	4.33139	-0.033668	lidar	1.4602	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5876	-0.422196	5.11695	4.293	-0.0845874	radar	8.6648	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72466	-0.61926	5.07544	4.27045	-0.107029	lidar	2.54178	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83821	-0.841516	5.09236	4.25149	-0.138179	radar	5.15853	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93518	-1.1007	5.13539	4.25781	-0.12091	lidar	1.67589	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01341	-1.39175	5.21819	4.27761	-0.0884059	radar	5.11833	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.15196	-1.60688	5.20072	4.25861	-0.106393	lidar	1.31281	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29423	-1.84062	5.26226	4.23113	-0.150076	radar	3.67558	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.40193	-2.08484	5.27207	4.23164	-0.140023	lidar	0.357824	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56561	-2.27051	5.21757	4.1986	-0.172643	radar	4.82583	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71329	-2.48634	5.21211	4.18079	-0.183992	lidar	0.439708	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87478	-2.69129	5.20838	4.15493	-0.207053	radar	1.48323	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97015	-2.94944	5.23879	4.17027	-0.174301	lidar	2.88459	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09882	-3.17606	5.22632	4.16722	-0.164271	radar	0.221227	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21835	-3.37826	5.18584	4.15829	-0.166821	lidar	1.17254	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35631	-3.64254	5.24946	4.16342	-0.147573	radar	5.59663	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50591	-3.79651	5.15953	4.13085	-0.181935	lidar	5.09698	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65197	-4.00258	5.16052	4.11629	-0.191101	radar	0.519877	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81014	-4.22798	5.18609	4.10645	-0.190584	lidar	0.515359	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.95933	-4.45034	5.19765	4.10014	-0.18575	radar	0.430224	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.12589	-4.68432	5.23798	4.09218	-0.182874	lidar	1.19589	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26915	-4.88621	5.17137	4.08875	-0.169031	radar	2.20448	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.4038	-5.10133	5.16704	4.08793	-0.15972	lidar	0.261007	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.56844	-5.24515	5.05794	4.0595	-0.181544	radar	6.09292	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7569	-5.45099	5.08994	4.0407	-0.192714	lidar	1.56123	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.91839	-5.6458	5.07487	4.03036	-0.192117	radar	0.323105	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.07213	-5.83579	5.06238	4.02118	-0.191883	lidar	0.134343	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.22312	-5.9754	4.95409	4.00099	-0.202706	radar	7.10032	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38843	-6.09245	4.87527	3.9676	-0.232944	lidar	4.31798	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56581	-6.27375	4.88609	3.95332	-0.235721	radar	0.893123	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70678	-6.48023	4.89707	3.96089	-0.211836	lidar	0.781922	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.95009	-6.61203	4.93976	3.90784	-0.266023	radar	10.1999	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1451	-6.78814	4.96041	3.8913	-0.269526	lidar	0.444157	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3342	-6.942	4.9683	3.87021	-0.279975	radar	1.05578	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5578	-7.13415	5.03134	3.85395	-0.281404	lidar	3.48431	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7766	-7.25642	5.02575	3.81642	-0.31074	radar	3.19016	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0139	-7.43332	5.08531	3.79599	-0.315431	lidar	3.2534	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2037	-7.5709	5.04092	3.77886	-0.317157	radar	1.24004	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.346	-7.73016	4.98972	3.78554	-0.290972	lidar	3.61853	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.548	-7.84657	4.95454	3.75886	-0.305926	radar	2.1517	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7168	-7.96223	4.89618	3.74391	-0.306588	lidar	2.93277	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9143	-8.07102	4.82548	3.71938	-0.317705	radar	1.6376	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1195	-8.17454	4.80597	3.69279	-0.330828	lidar	0.46765	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3519	-8.29095	4.88118	3.66652	-0.341776	radar	2.77683	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5461	-8.3825	4.83891	3.64308	-0.350031	lidar	1.59412	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7553	-8.46483	4.77617	3.61292	-0.366298	radar	1.71351	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0278	-8.56814	4.84258	3.57806	-0.384781	lidar	4.03046	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2857	-8.65493	4.90328	3.54504	-0.399499	radar	3.63416	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4986	-8.71217	4.8638	3.51328	-0.414098	lidar	1.69842	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7193	-8.74677	4.78026	3.46984	-0.444432	radar	4.16756	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9441	-8.86347	4.80144	3.46585	-0.422614	lidar	1.09905	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2008	-8.94381	4.89101	3.44509	-0.417774	radar	2.7842	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4215	-9.06165	4.89708	3.44715	-0.390791	lidar	0.966934	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6462	-9.14095	4.87572	3.43191	-0.386916	radar	0.473523	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9259	-9.15089	4.91166	3.37902	-0.425501	lidar	1.88178	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1816	-9.23186	4.946	3.36625	-0.414868	radar	4.603	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4505	-9.34701	5.0052	3.36816	-0.38767	lidar	5.14898	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6942	-9.37872	4.95448	3.33481	-0.408771	radar	2.04312	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9539	-9.46334	4.98846	3.32924	-0.391083	lidar	1.92089	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2146	-9.45689	4.97051	3.28227	-0.426066	radar	4.45045	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4613	-9.45735	4.96408	3.24697	-0.442333	lidar	0.523887	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6734	-9.46539	4.89187	3.21957	-0.452447	radar	5.53239	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9561	-9.45483	4.94227	3.18064	-0.470495	lidar	1.42428	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1922	-9.54558	4.95257	3.19816	-0.420318	radar	13.304	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4573	-9.55585	4.97797	3.17497	-0.422472	lidar	0.42563	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7177	-9.54228	4.97348	3.1411	-0.440681	radar	2.10584	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9737	-9.50515	4.98411	3.10338	-0.458464	lidar	0.424399	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2194	-9.46484	4.95853	3.06419	-0.482	radar	1.07204	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4237	-9.50145	4.89396	3.06838	-0.450671	lidar	2.05063	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6555	-9.49375	4.89119	3.05509	-0.436868	radar	1.8785	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.906	-9.48033	4.90044	3.03756	-0.431844	lidar	0.191625	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1357	-9.4373	4.89592	3.01221	-0.433403	radar	4.0973	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3786	-9.31797	4.91389	2.95314	-0.475556	lidar	3.25015	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6152	-9.23615	4.89824	2.91057	-0.50209	radar	1.61916	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8654	-9.11414	4.93437	2.85805	-0.532512	lidar	1.42584	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1126	-8.9857	4.97328	2.80809	-0.557099	radar	10.1203	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2879	-9.10964	4.80986	2.86803	-0.461521	lidar	16.1038	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5233	-9.07798	4.81175	2.86333	-0.437754	radar	2.79383	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7412	-8.9856	4.80509	2.83073	-0.449813	lidar	0.635045	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9885	-8.8943	4.83556	2.80164	-0.45825	radar	3.3051	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1812	-8.82926	4.77926	2.78425	-0.45278	lidar	1.44376	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4174	-8.73762	4.79348	2.75802	-0.459348	radar	2.02753	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6086	-8.71501	4.71362	2.76185	-0.430517	lidar	2.21671	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8069	-8.55609	4.6905	2.69837	-0.49093	radar	9.21919	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0075	-8.48795	4.65575	2.68745	-0.476223	lidar	0.482205	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2194	-8.3667	4.68548	2.66172	-0.47249	radar	2.77153	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4491	-8.27956	4.70052	2.65047	-0.458711	lidar	1.26339	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6376	-8.17211	4.66466	2.62433	-0.466748	radar	1.54863	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8722	-7.94217	4.79099	2.5602	-0.509977	lidar	5.32642	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0622	-7.80485	4.75742	2.52065	-0.539987	radar	3.86387	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2922	-7.63158	4.83262	2.4871	-0.546057	lidar	2.13483	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4919	-7.48132	4.86096	2.46909	-0.525836	radar	1.75586	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6564	-7.3392	4.82205	2.44304	-0.526201	lidar	0.746116	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.849	-7.16874	4.85158	2.41655	-0.522536	radar	1.74115	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0097	-7.07801	4.75993	2.41262	-0.500298	lidar	2.37585	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1805	-6.8822	4.78297	2.37062	-0.522894	radar	3.97807	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.338	-6.63777	4.84729	2.31607	-0.552228	lidar	2.83494	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5053	-6.47212	4.82941	2.28856	-0.560318	radar	4.27329	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6006	-6.33268	4.71535	2.26093	-0.5619	lidar	5.50703	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7407	-6.14289	4.71394	2.22878	-0.566757	radar	0.334541	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
